previous_units,current_units,people,acs,fans,fridges,tvs,month,bill
223,214.0,6,2,7,1,1,4,3156.43
389,390.7,7,1,1,2,0,5,5143.21
171,140.2,1,2,2,2,4,7,2296.02
109,43.9,3,0,3,2,3,4,1245.14
284,205.1,7,2,5,2,0,4,3376.0
123,30.0,7,0,3,1,0,1,1018.73
191,137.1,7,0,2,2,2,1,1872.29
252,315.9,2,2,4,2,4,6,4154.34
303,211.1,4,0,7,1,2,12,2676.07
337,261.2,1,3,1,2,0,4,3813.39
354,499.4,7,0,2,2,3,3,4970.85
429,404.4,4,0,4,2,2,4,5254.96
79,121.5,2,3,6,1,3,12,1904.91
213,278.0,1,0,1,1,1,8,2768.65
50,116.4,6,3,2,1,0,8,1880.23
54,30.0,6,1,2,1,0,3,1076.14
145,148.8,7,3,5,2,3,11,2198.36
319,225.7,7,3,1,1,3,3,3333.12
452,643.2,6,0,5,2,1,12,6290.61
398,306.4,6,1,3,1,0,12,3651.48
340,286.7,6,2,3,1,3,7,4038.8
400,347.2,7,3,7,2,0,11,4605.73
127,42.2,4,0,6,1,0,12,998.67
427,541.7,6,0,6,1,2,7,6269.0
450,639.6,6,1,7,1,3,10,6492.35
92,78.7,1,0,2,1,4,8,1188.48
261,188.6,5,1,6,2,3,7,3021.07
423,286.4,3,0,2,2,4,5,3931.84
264,266.9,1,3,3,2,3,8,3389.31
428,425.9,2,3,4,2,4,4,5524.49
470,444.4,1,0,6,1,0,3,4577.32
263,298.5,7,2,5,2,0,4,4251.06
76,123.7,6,2,4,1,3,1,1863.84
203,245.6,1,2,3,1,4,12,3055.38
146,143.9,5,3,5,2,3,4,2728.09
263,205.9,5,2,4,1,1,10,2755.74
313,379.6,4,2,4,2,2,6,5093.34
258,278.9,5,0,5,2,0,5,3398.26
137,219.2,7,0,5,1,1,3,2443.68
185,260.3,4,2,3,1,3,10,3278.39
355,275.5,5,3,1,2,0,7,4342.25
62,30.0,4,1,3,2,2,6,1402.93
146,113.1,3,2,3,2,1,8,1866.76
451,397.1,7,0,2,2,2,10,4433.05
94,166.9,3,1,2,1,3,8,2173.21
236,280.6,6,3,7,1,4,6,4322.97
143,239.9,5,2,2,2,2,11,2987.7
97,144.8,5,0,6,1,4,11,1996.52
240,274.6,6,3,1,2,3,12,3573.94
284,388.0,6,3,7,2,4,2,4671.91
129,181.9,4,1,2,2,3,11,2200.02
85,109.8,5,1,3,1,2,3,1603.58
110,233.6,4,2,6,2,3,8,2849.05
343,371.1,3,3,2,1,1,8,4149.65
437,435.7,6,1,4,2,3,3,4642.92
131,92.4,7,0,6,1,3,1,1477.65
194,263.2,5,0,1,2,3,12,2893.47
204,310.6,6,3,1,1,0,11,3684.27
212,228.5,6,3,6,1,2,3,3185.45
159,270.6,3,3,2,1,3,8,3305.92
74,30.0,1,0,7,2,0,2,773.97
286,302.1,3,0,7,1,3,7,3742.19
210,227.2,6,1,7,1,4,4,3413.78
204,173.1,6,0,7,1,2,10,2238.09
169,355.9,4,1,6,1,4,7,4338.57
468,483.4,6,2,3,1,4,6,6149.91
324,315.5,1,1,7,1,2,9,3488.63
238,259.8,5,0,3,2,4,6,3384.14
142,30.0,5,1,5,2,4,1,1100.91
410,376.8,4,2,1,2,0,8,4282.36
449,537.8,6,2,7,2,4,10,5974.67
64,40.0,4,1,5,1,0,6,1215.63
468,430.0,4,1,7,2,2,3,4994.03
364,475.7,5,2,3,1,4,1,5299.68
94,207.8,6,0,3,2,3,4,3001.56
388,444.2,2,3,4,1,1,10,5018.05
98,86.1,3,3,7,1,3,4,2104.08
72,75.2,3,0,4,1,1,12,1092.85
101,64.7,2,3,6,2,1,4,1904.41
256,206.4,3,0,2,1,4,6,2763.38
328,274.9,3,1,6,2,0,10,3116.25
233,209.7,3,2,6,1,4,8,2994.6
104,51.6,3,1,7,1,2,1,1048.77
139,49.5,4,0,1,2,0,1,1080.7
433,468.4,5,0,3,2,3,3,4818.5
483,519.4,3,2,1,2,0,11,5684.06
389,528.1,6,0,3,2,1,1,5501.41
96,69.2,4,1,6,2,1,1,1434.28
418,458.7,6,1,5,1,3,10,5126.73
361,402.9,1,3,6,2,1,8,4630.78
286,288.2,2,3,6,2,3,12,3928.8
114,186.1,4,3,7,1,0,3,2672.39
498,572.3,3,2,7,1,3,8,5991.12
249,291.9,4,2,5,2,3,2,3549.89
69,71.1,2,1,7,1,1,8,1255.56
144,139.0,4,0,1,2,4,2,1809.33
230,154.3,5,3,6,1,2,11,2308.05
78,41.6,6,1,4,1,3,5,1350.07
195,171.5,2,1,7,1,0,4,2398.17
260,201.3,3,0,4,1,4,12,2161.79
476,526.8,4,1,2,1,1,1,5432.63
88,191.8,4,2,6,1,3,10,2406.36
309,265.4,6,1,7,2,0,7,3671.34
462,501.8,3,2,1,2,0,9,5007.12
412,359.6,5,0,1,1,0,4,4357.85
466,464.7,7,0,5,1,4,11,4965.54
126,97.7,3,3,4,2,1,6,2068.82
410,472.1,6,1,4,2,4,6,5940.79
490,462.5,3,1,1,2,2,6,5901.45
196,286.8,3,1,5,2,0,4,3761.62
274,276.8,5,2,4,1,2,4,4026.91
288,262.5,5,2,6,1,2,2,3457.42
272,204.3,4,1,3,1,1,6,2867.05
180,217.7,2,3,3,2,3,6,3399.58
486,568.7,1,3,1,2,4,5,7155.41
480,519.1,7,0,4,2,4,12,5427.57
221,397.7,7,2,5,2,2,2,4337.61
412,532.1,7,3,2,2,4,11,5958.15
228,226.5,4,1,6,2,4,11,2694.88
407,404.7,7,0,7,1,0,1,4251.69
313,365.9,4,0,2,1,3,9,3774.8
261,222.3,1,2,5,1,3,3,2919.44
107,208.6,2,3,5,2,0,1,2750.52
344,389.3,2,0,1,1,3,11,4143.04
194,232.0,3,2,2,2,4,2,2821.18
147,215.1,7,1,3,1,1,4,2888.02
136,276.6,3,1,1,2,4,2,3136.17
491,523.0,5,2,3,2,4,2,5643.69
96,108.1,2,3,2,1,3,1,1778.09
409,534.6,5,0,7,2,3,11,5275.79
439,526.7,4,0,5,2,2,1,5431.88
63,60.5,2,1,3,1,2,10,1322.91
315,335.4,4,1,6,1,2,2,3665.46
309,342.7,1,2,1,2,2,11,3999.35
211,256.3,7,2,5,2,2,11,3253.95
350,275.0,5,0,5,1,4,8,3030.46
233,145.0,7,1,6,2,3,10,2160.45
247,204.9,7,2,2,1,1,4,3075.83
244,196.5,2,1,5,2,2,10,2506.86
410,384.9,5,2,6,2,1,3,4551.79
334,398.4,1,1,6,1,0,8,4439.79
220,228.2,7,1,2,1,1,12,2621.3
467,500.7,6,0,7,2,0,9,5203.36
410,344.3,5,0,2,1,4,4,4305.32
469,456.7,7,0,3,1,0,9,4670.46
378,439.1,6,2,2,1,1,11,4838.74
226,287.6,7,0,2,1,1,11,3148.08
397,366.3,1,2,2,1,1,9,3910.24
198,229.3,1,3,1,2,1,9,2938.17
171,344.9,7,2,6,2,3,10,3827.89
252,270.8,2,2,5,2,4,9,3341.12
486,457.5,3,0,3,1,0,2,4901.85
305,312.8,1,1,4,1,1,10,3524.83
222,248.5,5,3,5,2,2,3,3321.01
257,266.4,6,1,2,2,1,7,3583.23
181,198.8,6,3,3,2,3,5,3292.89
346,265.0,5,2,7,1,1,3,3478.45
207,159.6,5,1,1,1,2,4,2549.19
299,308.5,4,0,7,2,2,2,3457.98
216,224.4,4,0,7,1,1,6,3036.25
194,174.4,4,1,2,2,3,6,2517.61
486,493.6,7,1,3,2,3,5,6104.39
205,229.3,2,2,2,2,2,2,2946.93
81,163.3,4,2,4,1,2,8,2307.97
220,233.1,5,1,2,2,4,3,2893.28
289,336.9,4,2,6,2,4,11,4169.16
92,74.1,1,3,3,2,4,1,1680.88
187,247.0,3,2,7,2,0,1,3022.21
124,170.3,5,3,6,1,4,4,2782.99
275,355.6,5,1,3,2,4,5,4735.82
375,444.9,6,3,5,2,4,12,5247.96
485,546.2,7,1,1,2,3,7,6868.47
225,238.1,5,0,1,1,1,5,3336.86
438,475.1,5,0,4,2,3,11,4846.36
146,240.4,3,0,4,1,2,3,2458.73
401,375.4,3,3,3,2,4,11,4167.53
303,279.0,6,0,1,2,1,5,3760.87
391,423.7,4,3,6,1,3,4,5716.7
389,438.1,6,3,3,1,3,4,5788.15
289,251.3,1,1,4,1,4,1,2852.43
165,179.8,1,3,3,1,0,9,2446.4
286,299.4,2,3,4,1,4,7,4271.93
422,286.9,2,3,5,2,1,8,3856.16
486,490.6,5,1,6,2,4,8,5406.11
467,476.0,5,1,4,1,0,1,5163.16
131,139.8,4,0,2,2,1,11,1776.5
318,437.1,3,3,7,1,3,7,5793.95
97,31.9,5,3,2,2,2,9,1404.74
351,313.3,1,2,1,1,3,1,3516.63
496,333.1,4,0,1,1,2,10,3939.71
73,59.3,2,3,6,1,0,9,1576.22
345,337.3,1,1,3,1,3,5,4355.59
475,459.3,2,2,1,2,2,12,5090.96
431,528.5,1,2,6,2,2,8,5821.24
226,306.2,4,0,3,2,1,11,3089.4
96,121.4,4,0,7,2,4,10,1877.04
465,459.1,5,0,7,2,3,3,4889.12
464,555.8,4,3,1,1,0,12,6076.05
310,328.6,2,3,5,1,0,9,3921.1
490,452.7,1,1,5,2,0,3,4731.16
52,30.0,5,1,2,2,0,10,883.82
327,316.1,7,1,3,2,3,6,4421.87
67,139.8,2,1,4,1,3,11,1800.74
471,650.0,2,2,2,1,2,3,6511.62
356,380.3,3,1,6,2,2,4,4785.4
461,427.4,2,2,2,1,4,5,5579.92
303,240.1,2,1,7,2,4,6,3704.96
87,145.6,4,2,6,2,2,8,1887.72
61,30.0,6,3,5,1,2,3,1631.28
201,259.5,5,0,1,2,2,9,2909.75
384,461.2,7,0,1,2,4,1,4914.59
117,167.5,3,2,2,1,3,4,2533.11
433,437.6,4,0,4,2,1,8,4625.69
157,216.5,3,0,6,1,4,4,2893.59
273,305.0,1,3,2,1,1,6,4032.87
141,106.5,3,1,5,1,3,8,1585.08
259,408.5,2,2,1,2,4,3,4559.88
253,248.4,4,3,2,2,4,12,3116.05
52,126.3,2,0,5,2,0,11,1616.01
305,155.7,6,1,6,2,1,12,2336.25
403,512.4,6,0,6,1,3,6,5949.69
471,593.8,7,1,4,2,0,5,7308.52
198,220.1,1,0,1,1,0,12,2262.78
446,505.1,1,3,3,2,1,9,5389.52
445,504.1,7,1,6,2,2,10,5426.15
494,469.0,6,0,1,2,0,3,4851.42
217,275.3,5,0,5,2,0,11,3058.61
432,395.4,3,0,5,2,1,7,4927.59
304,281.4,4,0,6,2,2,10,3266.33
76,174.9,4,0,2,1,2,10,1971.4
171,259.2,6,2,2,2,3,2,3100.59
352,322.6,4,3,2,2,4,2,4106.55
122,90.6,1,3,3,2,0,1,1706.32
245,219.8,5,3,4,2,3,8,3035.95
398,469.3,6,3,1,1,0,11,5383.33
117,67.0,3,1,4,1,1,1,1263.25
273,318.0,1,1,2,1,1,2,3573.99
146,218.3,1,2,4,1,3,6,3228.17
291,304.8,6,1,3,1,1,5,4175.78
158,248.7,4,2,7,2,4,2,3208.92
484,482.7,4,3,3,2,1,8,5461.85
84,89.0,7,0,7,2,4,11,1515.16
483,434.6,1,3,2,2,4,3,5000.97
406,497.2,2,3,1,2,2,1,5165.23
435,401.3,6,2,2,2,0,3,4699.27
433,477.5,4,1,3,2,3,3,5143.3
134,149.0,1,1,7,1,2,6,2380.28
468,414.3,5,0,2,2,1,2,4457.86
317,294.4,1,1,6,2,2,5,4018.73
482,598.8,6,2,5,2,1,2,6186.27
445,479.1,6,2,3,2,1,9,5155.44
310,259.4,6,0,3,1,4,6,3222.71
218,259.4,4,2,7,1,1,1,3170.34
102,111.8,2,3,6,1,2,1,1837.23
95,356.8,7,0,2,1,3,6,4024.26
225,265.0,4,0,7,1,1,8,3000.82
414,407.4,5,3,3,2,3,3,4770.06
277,396.4,1,2,1,1,4,4,4738.41
266,157.1,5,2,6,2,4,8,2820.02
160,186.6,5,3,7,2,0,6,3114.52
303,462.6,3,2,4,2,2,2,4818.02
337,348.9,6,2,5,1,0,5,4594.49
491,389.7,1,0,2,1,3,3,4167.71
378,370.3,6,3,6,2,1,12,4486.91
323,444.8,7,3,3,2,4,10,5243.35
459,505.3,4,1,2,2,0,4,6090.6
241,202.3,1,2,4,1,4,3,2902.52
470,442.0,4,2,2,1,1,2,4859.78
216,196.8,4,0,5,1,4,9,2466.3
107,152.3,4,0,6,2,0,12,2029.77
237,350.7,2,2,3,2,1,4,4620.28
107,200.7,5,2,6,1,1,8,2739.32
103,154.9,2,2,4,1,4,3,2118.31
446,372.8,4,1,7,2,3,12,4330.38
407,334.0,5,3,2,2,4,4,4549.22
149,206.3,5,1,5,2,2,2,2563.17
426,351.8,6,0,4,1,3,11,4086.05
81,85.2,7,0,7,2,3,12,1577.54
177,218.3,6,3,2,1,3,5,3383.71
367,307.4,6,2,2,2,4,11,4036.72
186,134.3,7,1,7,1,4,3,2065.39
378,391.4,2,0,7,1,2,4,4685.61
443,498.3,3,0,6,2,2,7,5875.86
79,173.3,4,0,4,2,3,8,1935.22
60,122.5,4,0,3,1,3,5,1880.7
473,498.2,5,2,5,2,4,10,5579.1
284,251.8,1,0,6,1,3,10,2942.48
277,222.0,1,0,2,1,4,2,2525.37
258,242.2,6,1,1,1,3,12,2942.99
245,293.7,6,2,1,2,4,2,3297.89
360,403.6,3,1,3,1,3,7,5047.9
310,183.0,3,0,5,2,4,6,2811.72
123,88.0,4,2,4,2,0,6,1764.54
331,435.3,4,1,5,1,4,2,4636.23
350,375.5,2,0,4,1,1,5,4479.9
101,30.0,4,2,2,1,3,1,1337.92
219,403.9,6,3,6,1,1,12,4420.51
405,423.0,6,2,6,2,2,2,4890.16
328,374.9,6,0,7,2,3,6,4603.44
111,159.0,5,1,6,1,2,3,2055.78
68,62.3,7,2,3,1,3,3,1474.42
311,280.1,2,3,5,2,0,5,4062.63
257,425.5,1,3,3,2,4,12,4698.92
482,572.2,1,3,7,1,2,6,7114.31
285,362.5,7,3,5,1,3,12,4274.55
469,529.3,5,2,6,2,1,10,5862.49
146,95.8,2,2,2,2,2,6,1914.31
251,360.4,6,2,1,2,2,11,4066.0
112,73.0,3,2,1,1,0,5,1650.88
308,347.8,5,2,4,1,2,7,4647.72
134,39.2,2,0,7,1,3,9,1063.9
271,148.1,1,3,5,2,4,8,2509.98
204,246.3,2,0,6,1,4,10,2827.58
133,96.4,2,1,4,2,1,2,1518.73
93,30.0,4,1,7,2,3,6,1132.84
280,337.8,1,3,7,1,0,8,3779.99
476,644.4,2,0,2,1,4,4,7047.19
139,256.3,4,1,7,1,4,11,3191.73
232,234.0,3,1,1,2,4,4,2999.43
151,171.6,5,0,5,2,2,4,2632.4
414,496.1,5,0,4,2,1,4,5775.86
236,334.5,7,1,3,2,3,9,3922.87
488,484.0,6,3,7,1,3,2,5313.71
160,182.4,2,1,5,1,1,2,2237.41
86,127.0,5,3,1,1,2,10,2210.44
312,370.8,5,2,1,2,3,3,4314.31
343,353.7,5,3,1,1,2,2,4162.34
495,506.6,6,3,3,1,1,4,6294.32
442,558.6,2,2,1,2,1,5,6527.2
447,551.7,3,2,2,1,2,1,5942.76
335,388.4,6,0,6,2,1,11,4143.24
211,351.3,7,2,7,2,1,2,4043.55
243,235.9,1,0,6,2,0,5,3117.61
110,243.6,4,2,4,2,1,3,2771.25
243,301.0,2,2,5,1,3,4,4089.52
213,462.0,2,3,7,2,1,1,4926.42
66,30.0,1,2,1,2,0,12,1020.44
142,113.7,4,1,7,2,4,12,1790.75
290,339.3,5,1,6,1,2,2,3627.62
216,263.8,4,2,3,1,2,3,3127.13
497,650.0,3,1,4,1,2,11,6609.29
265,238.2,6,1,4,2,2,5,3494.24
481,564.3,5,1,2,1,2,1,5834.53
347,448.4,7,2,2,2,3,2,5079.83
68,137.3,3,0,3,1,4,5,1924.44
141,93.7,2,2,1,2,4,7,1955.76
367,485.5,4,1,4,2,2,8,5040.28
295,401.1,4,1,4,1,1,2,4370.43
185,247.0,4,1,3,2,0,5,3337.97
284,318.3,6,0,2,1,2,4,3914.34
456,491.8,1,2,7,1,4,7,5982.08
224,238.5,4,2,5,1,1,4,3573.86
70,134.9,4,3,4,1,4,3,2047.52
189,211.2,2,1,6,2,3,10,2641.12
471,431.6,5,2,3,2,3,7,5972.91
392,338.6,6,2,2,2,2,6,4791.53
426,393.4,4,2,5,2,3,2,4779.07
460,495.5,1,2,6,1,0,1,5240.93
102,120.1,1,3,5,1,0,10,2050.84
177,212.1,3,3,4,2,0,12,2849.61
76,131.1,5,0,1,1,3,8,1698.79
52,30.0,3,1,5,2,2,1,1216.9
425,547.6,3,2,5,2,1,6,6623.09
471,472.3,7,2,3,2,0,4,6071.7
120,109.7,1,1,2,2,2,1,1505.83
374,427.8,1,0,7,2,1,2,4551.11
290,181.4,2,2,3,2,0,6,2866.19
81,45.7,7,2,2,1,0,6,1562.1
462,550.7,4,0,5,1,3,7,6235.04
442,340.4,2,2,4,2,3,9,4171.36
305,403.2,3,3,4,2,1,4,5196.07
368,493.8,7,2,5,2,2,4,6293.74
228,222.1,5,3,3,1,1,9,2996.51
406,446.4,2,1,2,2,2,3,4679.66
250,348.3,2,0,2,2,0,1,3529.97
495,482.3,1,2,7,1,4,11,5224.02
78,158.7,6,0,4,1,3,3,2054.84
127,100.0,1,0,3,2,4,2,1328.72
485,471.6,3,0,3,1,1,9,4849.81
179,143.0,3,3,6,1,4,7,2732.18
189,233.0,5,3,7,1,2,2,3311.9
406,507.1,5,1,6,2,0,11,5338.96
135,142.1,6,2,4,1,1,3,2101.22
281,212.0,3,1,4,2,4,9,2795.54
178,122.2,3,0,7,1,3,8,1495.91
139,186.6,3,3,6,1,3,10,2487.26
483,632.1,1,3,3,2,1,9,6565.68
139,186.6,6,1,7,1,3,9,2355.04
92,84.9,4,1,6,2,4,1,1356.62
353,426.6,4,3,6,2,0,12,4974.92
440,443.2,7,1,1,2,1,2,4881.7
107,100.5,2,1,1,1,0,4,1687.4
368,320.9,7,1,3,1,0,6,4203.97
293,411.6,5,1,6,2,4,4,5177.22
423,265.3,2,2,1,1,1,8,3402.43
107,182.9,5,0,1,1,0,1,2030.98
489,476.5,6,1,1,1,0,6,5911.92
328,319.3,3,1,2,1,4,5,4071.69
428,566.5,3,1,7,1,2,8,5821.29
212,182.0,6,1,6,2,3,7,3036.12
474,446.4,2,1,6,1,1,10,4970.08
331,341.9,1,1,3,2,3,2,3963.86
107,156.0,5,3,5,2,4,12,2473.62
465,454.1,7,2,6,1,3,5,5955.47
408,317.8,4,2,4,2,2,5,4444.72
185,144.4,1,1,6,1,1,7,2053.3
295,404.7,4,3,4,1,1,2,4404.1
224,249.2,2,0,3,1,2,10,2718.36
294,345.6,6,2,5,2,2,4,4664.66
484,485.7,5,0,7,2,0,12,5303.01
454,427.8,3,3,6,2,0,2,5135.82
146,283.4,5,1,4,2,2,11,3117.95
487,493.8,5,1,5,1,0,5,6157.29
247,236.0,5,0,7,2,2,8,2780.06
367,463.7,3,3,6,2,1,11,5267.9
393,362.4,4,1,4,1,1,2,4153.29
267,245.4,1,1,2,1,0,5,3394.84
255,275.7,3,3,7,1,2,12,3438.76
255,275.0,3,0,7,1,0,2,3157.87
438,476.2,4,1,1,1,3,2,4809.48
223,389.4,7,0,1,2,4,7,4827.79
175,218.5,7,0,1,1,4,1,2556.0
212,65.5,4,0,3,2,3,12,1330.35
137,179.8,5,0,2,2,4,11,1961.6
226,248.7,1,3,7,1,4,3,3180.5
101,124.0,4,1,7,2,3,3,2040.0
90,127.2,5,3,2,1,1,10,1987.97
375,393.0,5,1,6,1,2,7,5097.93
84,100.3,7,3,1,2,4,10,1949.55
305,367.9,4,0,6,2,3,12,4094.41
400,382.1,7,0,3,1,1,5,4790.7
376,329.7,7,0,1,2,0,4,4125.27
250,481.7,5,3,3,2,0,8,5186.42
137,106.9,1,2,6,2,1,8,1986.04
468,495.0,3,2,7,2,4,6,6376.3
425,340.3,6,3,1,1,2,4,4834.99
325,353.2,5,1,6,1,0,4,4796.92
89,43.7,7,2,3,1,4,7,1670.82
65,54.0,6,2,4,2,2,6,1693.08
191,284.2,1,2,1,2,1,6,3760.94
120,173.0,7,2,7,2,4,2,2622.57
437,496.8,3,1,6,2,1,11,5352.59
142,38.0,6,0,5,2,3,9,839.19
177,325.6,4,0,6,1,4,12,3486.57
489,425.6,4,2,7,1,2,10,4873.16
418,545.0,1,2,2,2,3,8,5639.62
148,239.5,1,2,2,1,1,4,3184.55
222,282.4,5,2,1,2,4,8,3227.49
282,242.2,4,0,4,1,0,7,2979.34
348,378.6,4,1,4,2,1,12,4329.79
471,458.0,2,1,1,2,4,3,4993.55
442,464.0,4,3,5,2,2,1,5016.91
489,491.5,1,2,1,2,0,2,5208.01
68,30.0,2,2,6,2,2,3,1229.27
156,254.5,4,2,5,2,1,8,3053.7
303,317.3,5,1,6,1,2,2,3801.05
72,58.1,5,3,1,2,1,2,1606.49
209,189.8,7,2,7,2,1,5,2970.91
119,164.1,6,3,4,1,4,10,2468.16
469,426.4,3,2,7,1,0,6,5483.0
78,30.0,6,2,5,1,3,4,1205.93
116,164.5,1,0,5,2,0,4,2042.79
137,193.3,7,2,1,2,2,10,2499.04
116,122.0,3,0,5,1,3,6,1807.72
305,244.6,6,2,4,2,4,5,3799.21
213,239.2,7,2,6,1,1,10,3200.55
460,377.5,5,2,5,2,0,5,5199.1
167,115.1,7,1,1,1,3,5,2186.69
291,258.5,1,0,7,1,4,10,2933.51
347,426.1,2,2,1,1,2,4,5346.51
331,325.6,5,2,3,1,0,7,4366.3
408,396.6,4,1,2,1,2,8,4290.15
140,296.8,1,2,7,2,1,3,3597.65
278,322.7,6,3,2,1,2,2,3630.86
410,453.7,1,2,6,1,0,11,4677.79
438,432.1,7,0,2,2,1,4,5372.71
328,306.3,2,3,5,1,4,5,4357.62
343,210.0,4,1,1,1,0,8,2510.76
438,525.8,6,2,3,2,4,2,5597.7
331,382.4,4,3,5,1,2,1,4347.8
476,483.5,6,1,5,2,2,5,6175.12
107,117.4,5,2,7,1,4,12,2113.52
206,277.5,7,0,6,2,1,7,3814.59
100,30.0,4,3,4,1,4,7,1319.27
90,68.7,7,0,3,2,1,8,1085.35
262,202.5,4,2,2,2,1,11,2570.29
151,295.0,7,1,7,2,2,11,3550.91
233,314.3,6,0,5,1,3,1,3480.89
247,112.8,1,1,7,1,1,7,2084.75
329,243.0,5,3,4,2,3,7,3922.26
475,485.7,7,0,4,1,0,3,5076.22
432,418.9,1,1,6,1,3,12,4423.08
220,147.3,6,0,6,2,3,4,2483.26
196,352.1,1,0,2,1,2,11,3486.36
396,437.9,7,0,4,1,3,2,4505.76
105,158.2,6,2,2,2,3,8,2346.46
293,264.6,2,3,6,2,4,9,3441.89
240,310.6,6,2,1,2,1,7,4210.52
132,125.4,1,3,6,2,2,2,2082.43
327,327.2,4,2,7,1,2,2,3998.13
194,256.8,7,1,1,1,1,8,3007.73
133,39.0,2,3,5,2,4,11,1330.11
343,474.8,2,0,1,2,2,8,4784.53
128,160.8,3,2,3,1,2,2,2245.45
352,461.7,3,0,3,2,0,10,4729.42
122,66.7,1,3,4,2,2,6,1934.99
245,200.4,4,0,7,1,3,1,2417.19
413,351.7,2,0,4,2,2,5,4525.21
152,189.5,1,1,3,1,3,3,2088.49
395,419.6,2,2,1,1,0,12,4540.48
374,361.5,1,0,7,2,0,11,3850.07
456,405.0,7,1,3,1,1,2,4715.07
125,56.3,7,1,4,1,1,7,1476.21
371,387.6,3,2,1,2,4,1,4478.53
471,458.4,7,3,3,1,4,6,5919.41
393,365.0,4,2,4,1,2,2,4193.45
134,262.3,7,2,7,2,2,9,3146.07
419,433.2,2,1,3,1,1,1,4900.41
98,206.9,2,3,4,2,2,11,2640.19
314,296.7,6,0,7,1,3,3,3422.31
273,310.1,2,0,3,2,3,4,3878.85
288,304.1,6,0,3,1,4,11,3210.62
283,184.2,3,1,1,2,2,11,2392.64
64,184.0,3,1,7,2,1,2,2312.04
278,288.5,4,3,1,2,0,2,3584.91
471,543.2,6,2,2,1,3,11,5552.79
246,213.4,1,1,1,1,4,12,2523.7
174,182.5,6,0,5,2,2,6,2774.37
497,456.3,6,2,3,1,4,2,5250.81
94,200.5,6,1,5,2,1,2,2626.23
268,309.8,7,3,5,2,0,4,4334.46
280,325.7,6,1,1,2,3,9,3859.4
265,380.1,4,2,3,1,0,2,4149.27
464,564.9,4,3,1,2,0,8,6255.41
239,312.6,3,1,1,2,3,10,3474.3
487,407.5,6,1,4,1,2,2,4361.03
80,51.3,3,2,2,2,3,12,1397.59
380,329.7,5,1,1,1,3,12,3735.55
316,386.9,1,0,3,1,1,4,4480.11
158,189.9,3,1,4,1,3,2,2196.78
152,74.7,2,0,7,2,2,4,1719.16
373,379.8,4,2,5,2,2,4,4989.26
336,251.4,4,0,3,2,3,4,3643.35
325,341.3,6,1,4,2,1,12,3844.74
72,30.0,4,3,1,2,2,2,1132.07
319,376.0,2,2,3,1,2,4,4956.31
491,537.5,4,2,5,1,0,10,5737.55
57,210.6,1,2,1,1,1,1,2420.33
261,340.4,6,1,7,2,0,1,3685.28
272,262.4,6,2,4,1,0,4,3697.59
453,530.3,2,0,6,1,2,12,5414.22
177,99.2,2,2,2,1,4,11,1596.64
264,216.6,1,2,6,2,4,12,2835.45
372,415.3,3,3,3,2,3,11,4735.57
77,30.0,1,3,7,2,2,2,1272.37
410,427.4,7,0,4,1,1,5,5403.92
419,367.6,1,1,5,1,1,7,4644.47
373,400.1,5,2,2,2,3,2,4474.49
341,285.6,4,1,7,1,4,12,3792.34
386,435.7,2,2,2,2,4,8,4755.94
401,422.4,6,3,1,2,1,11,4864.61
456,574.0,1,1,4,1,2,4,6638.8
242,262.5,7,3,6,2,2,9,3470.45
255,221.2,6,3,7,1,0,2,3099.13
337,339.7,5,3,6,1,0,1,4230.58
136,61.9,7,0,4,2,0,8,1294.29
435,483.4,3,1,7,2,3,1,5329.37
396,457.3,2,0,4,1,1,4,5470.45
333,525.8,2,0,4,2,3,10,5240.54
185,161.5,7,0,2,2,1,6,2470.58
206,207.3,3,1,6,1,3,5,3123.84
245,224.7,6,0,3,2,0,4,2938.9
348,382.8,3,1,2,2,1,9,4459.74
